open_ts_int,open_ts_str,open,high,low,close,volume,open,high,low,volume,open,high,low,volume,open,high,low,volume,open,high,low,volume,open,high,low,volume,open,high,low,volume,open,high,low,volume,open,high,low,volume,open,high,low,volume,open,high,low,volume
1667617200000,2022-11-05 03:00:00,1648.96,1654.77,1643.5,1646.75,22642.0707,1621.91,1628.31,1613.51,28928.6629,1622.83,1647.78,1617.42,38244.3329,1637.51,1649.84,1634.54,31552.6812,1648.28,1649.99,1639.84,25028.3963,1645.55,1651.57,1640.08,11965.8527,1648.36,1654.77,1643.92,23131.4403,1649.67,1652.64,1642.02,12781.0391,1644.78,1666.97,1635.15,42735.5825,1658.28,1659.39,1648.69,15073.4352,1653.73,1655.73,1646.84,14831.2728
1667613600000,2022-11-05 02:00:00,1653.73,1655.73,1646.84,1648.97,14831.2728,1624.97,1630.13,1607.8,86927.7895,1621.91,1628.31,1613.51,28928.6629,1622.83,1647.78,1617.42,38244.3329,1637.51,1649.84,1634.54,31552.6812,1648.28,1649.99,1639.84,25028.3963,1645.55,1651.57,1640.08,11965.8527,1648.36,1654.77,1643.92,23131.4403,1649.67,1652.64,1642.02,12781.0391,1644.78,1666.97,1635.15,42735.5825,1658.28,1659.39,1648.69,15073.4352
1667610000000,2022-11-05 01:00:00,1658.28,1659.39,1648.69,1653.72,15073.4352,1660.45,1663.43,1623.34,91969.7263,1624.97,1630.13,1607.8,86927.7895,1621.91,1628.31,1613.51,28928.6629,1622.83,1647.78,1617.42,38244.3329,1637.51,1649.84,1634.54,31552.6812,1648.28,1649.99,1639.84,25028.3963,1645.55,1651.57,1640.08,11965.8527,1648.36,1654.77,1643.92,23131.4403,1649.67,1652.64,1642.02,12781.0391,1644.78,1666.97,1635.15,42735.5825
1667606400000,2022-11-05 00:00:00,1644.78,1666.97,1635.15,1658.28,42735.5825,1616.45,1680.0,1613.85,88726.3977,1660.45,1663.43,1623.34,91969.7263,1624.97,1630.13,1607.8,86927.7895,1621.91,1628.31,1613.51,28928.6629,1622.83,1647.78,1617.42,38244.3329,1637.51,1649.84,1634.54,31552.6812,1648.28,1649.99,1639.84,25028.3963,1645.55,1651.57,1640.08,11965.8527,1648.36,1654.77,1643.92,23131.4403,1649.67,1652.64,1642.02,12781.0391
1667602800000,2022-11-04 23:00:00,1649.67,1652.64,1642.02,1644.78,12781.0391,1609.72,1624.25,1606.25,76207.4577,1616.45,1680.0,1613.85,88726.3977,1660.45,1663.43,1623.34,91969.7263,1624.97,1630.13,1607.8,86927.7895,1621.91,1628.31,1613.51,28928.6629,1622.83,1647.78,1617.42,38244.3329,1637.51,1649.84,1634.54,31552.6812,1648.28,1649.99,1639.84,25028.3963,1645.55,1651.57,1640.08,11965.8527,1648.36,1654.77,1643.92,23131.4403
1667599200000,2022-11-04 22:00:00,1648.36,1654.77,1643.92,1649.66,23131.4403,1577.24,1611.25,1556.2,111946.863,1609.72,1624.25,1606.25,76207.4577,1616.45,1680.0,1613.85,88726.3977,1660.45,1663.43,1623.34,91969.7263,1624.97,1630.13,1607.8,86927.7895,1621.91,1628.31,1613.51,28928.6629,1622.83,1647.78,1617.42,38244.3329,1637.51,1649.84,1634.54,31552.6812,1648.28,1649.99,1639.84,25028.3963,1645.55,1651.57,1640.08,11965.8527
1667595600000,2022-11-04 21:00:00,1645.55,1651.57,1640.08,1648.37,11965.8527,1594.67,1594.76,1576.71,27976.0026,1577.24,1611.25,1556.2,111946.863,1609.72,1624.25,1606.25,76207.4577,1616.45,1680.0,1613.85,88726.3977,1660.45,1663.43,1623.34,91969.7263,1624.97,1630.13,1607.8,86927.7895,1621.91,1628.31,1613.51,28928.6629,1622.83,1647.78,1617.42,38244.3329,1637.51,1649.84,1634.54,31552.6812,1648.28,1649.99,1639.84,25028.3963
1667592000000,2022-11-04 20:00:00,1648.28,1649.99,1639.84,1645.55,25028.3963,1579.53,1600.28,1575.3,49861.6725,1594.67,1594.76,1576.71,27976.0026,1577.24,1611.25,1556.2,111946.863,1609.72,1624.25,1606.25,76207.4577,1616.45,1680.0,1613.85,88726.3977,1660.45,1663.43,1623.34,91969.7263,1624.97,1630.13,1607.8,86927.7895,1621.91,1628.31,1613.51,28928.6629,1622.83,1647.78,1617.42,38244.3329,1637.51,1649.84,1634.54,31552.6812
1667588400000,2022-11-04 19:00:00,1637.51,1649.84,1634.54,1648.29,31552.6812,1579.34,1585.3,1577.57,16957.2736,1579.53,1600.28,1575.3,49861.6725,1594.67,1594.76,1576.71,27976.0026,1577.24,1611.25,1556.2,111946.863,1609.72,1624.25,1606.25,76207.4577,1616.45,1680.0,1613.85,88726.3977,1660.45,1663.43,1623.34,91969.7263,1624.97,1630.13,1607.8,86927.7895,1621.91,1628.31,1613.51,28928.6629,1622.83,1647.78,1617.42,38244.3329
1667584800000,2022-11-04 18:00:00,1622.83,1647.78,1617.42,1637.51,38244.3329,1587.43,1588.32,1578.42,22718.476,1579.34,1585.3,1577.57,16957.2736,1579.53,1600.28,1575.3,49861.6725,1594.67,1594.76,1576.71,27976.0026,1577.24,1611.25,1556.2,111946.863,1609.72,1624.25,1606.25,76207.4577,1616.45,1680.0,1613.85,88726.3977,1660.45,1663.43,1623.34,91969.7263,1624.97,1630.13,1607.8,86927.7895,1621.91,1628.31,1613.51,28928.6629
1667581200000,2022-11-04 17:00:00,1621.91,1628.31,1613.51,1622.83,28928.6629,1582.18,1587.79,1574.33,29962.8509,1587.43,1588.32,1578.42,22718.476,1579.34,1585.3,1577.57,16957.2736,1579.53,1600.28,1575.3,49861.6725,1594.67,1594.76,1576.71,27976.0026,1577.24,1611.25,1556.2,111946.863,1609.72,1624.25,1606.25,76207.4577,1616.45,1680.0,1613.85,88726.3977,1660.45,1663.43,1623.34,91969.7263,1624.97,1630.13,1607.8,86927.7895
1667577600000,2022-11-04 16:00:00,1624.97,1630.13,1607.8,1621.9,86927.7895,1561.96,1588.19,1557.36,44473.7815,1582.18,1587.79,1574.33,29962.8509,1587.43,1588.32,1578.42,22718.476,1579.34,1585.3,1577.57,16957.2736,1579.53,1600.28,1575.3,49861.6725,1594.67,1594.76,1576.71,27976.0026,1577.24,1611.25,1556.2,111946.863,1609.72,1624.25,1606.25,76207.4577,1616.45,1680.0,1613.85,88726.3977,1660.45,1663.43,1623.34,91969.7263
1667574000000,2022-11-04 15:00:00,1660.45,1663.43,1623.34,1624.97,91969.7263,1551.01,1566.28,1547.93,29447.6075,1561.96,1588.19,1557.36,44473.7815,1582.18,1587.79,1574.33,29962.8509,1587.43,1588.32,1578.42,22718.476,1579.34,1585.3,1577.57,16957.2736,1579.53,1600.28,1575.3,49861.6725,1594.67,1594.76,1576.71,27976.0026,1577.24,1611.25,1556.2,111946.863,1609.72,1624.25,1606.25,76207.4577,1616.45,1680.0,1613.85,88726.3977
1667570400000,2022-11-04 14:00:00,1616.45,1680.0,1613.85,1660.45,88726.3977,1548.93,1551.47,1546.53,18330.9914,1551.01,1566.28,1547.93,29447.6075,1561.96,1588.19,1557.36,44473.7815,1582.18,1587.79,1574.33,29962.8509,1587.43,1588.32,1578.42,22718.476,1579.34,1585.3,1577.57,16957.2736,1579.53,1600.28,1575.3,49861.6725,1594.67,1594.76,1576.71,27976.0026,1577.24,1611.25,1556.2,111946.863,1609.72,1624.25,1606.25,76207.4577
1667566800000,2022-11-04 13:00:00,1609.72,1624.25,1606.25,1616.45,76207.4577,1541.29,1549.89,1537.96,17121.4578,1548.93,1551.47,1546.53,18330.9914,1551.01,1566.28,1547.93,29447.6075,1561.96,1588.19,1557.36,44473.7815,1582.18,1587.79,1574.33,29962.8509,1587.43,1588.32,1578.42,22718.476,1579.34,1585.3,1577.57,16957.2736,1579.53,1600.28,1575.3,49861.6725,1594.67,1594.76,1576.71,27976.0026,1577.24,1611.25,1556.2,111946.863
1667563200000,2022-11-04 12:00:00,1577.24,1611.25,1556.2,1609.73,111946.863,1538.47,1544.62,1537.64,21192.1829,1541.29,1549.89,1537.96,17121.4578,1548.93,1551.47,1546.53,18330.9914,1551.01,1566.28,1547.93,29447.6075,1561.96,1588.19,1557.36,44473.7815,1582.18,1587.79,1574.33,29962.8509,1587.43,1588.32,1578.42,22718.476,1579.34,1585.3,1577.57,16957.2736,1579.53,1600.28,1575.3,49861.6725,1594.67,1594.76,1576.71,27976.0026
1667559600000,2022-11-04 11:00:00,1594.67,1594.76,1576.71,1577.24,27976.0026,1538.61,1543.61,1536.41,12144.9385,1538.47,1544.62,1537.64,21192.1829,1541.29,1549.89,1537.96,17121.4578,1548.93,1551.47,1546.53,18330.9914,1551.01,1566.28,1547.93,29447.6075,1561.96,1588.19,1557.36,44473.7815,1582.18,1587.79,1574.33,29962.8509,1587.43,1588.32,1578.42,22718.476,1579.34,1585.3,1577.57,16957.2736,1579.53,1600.28,1575.3,49861.6725
1667556000000,2022-11-04 10:00:00,1579.53,1600.28,1575.3,1594.68,49861.6725,1531.01,1540.58,1528.4,17933.6033,1538.61,1543.61,1536.41,12144.9385,1538.47,1544.62,1537.64,21192.1829,1541.29,1549.89,1537.96,17121.4578,1548.93,1551.47,1546.53,18330.9914,1551.01,1566.28,1547.93,29447.6075,1561.96,1588.19,1557.36,44473.7815,1582.18,1587.79,1574.33,29962.8509,1587.43,1588.32,1578.42,22718.476,1579.34,1585.3,1577.57,16957.2736
1667552400000,2022-11-04 09:00:00,1579.34,1585.3,1577.57,1579.52,16957.2736,1531.21,1534.03,1525.39,16703.3313,1531.01,1540.58,1528.4,17933.6033,1538.61,1543.61,1536.41,12144.9385,1538.47,1544.62,1537.64,21192.1829,1541.29,1549.89,1537.96,17121.4578,1548.93,1551.47,1546.53,18330.9914,1551.01,1566.28,1547.93,29447.6075,1561.96,1588.19,1557.36,44473.7815,1582.18,1587.79,1574.33,29962.8509,1587.43,1588.32,1578.42,22718.476
1667548800000,2022-11-04 08:00:00,1587.43,1588.32,1578.42,1579.33,22718.476,1543.2,1543.64,1524.11,34763.239,1531.21,1534.03,1525.39,16703.3313,1531.01,1540.58,1528.4,17933.6033,1538.61,1543.61,1536.41,12144.9385,1538.47,1544.62,1537.64,21192.1829,1541.29,1549.89,1537.96,17121.4578,1548.93,1551.47,1546.53,18330.9914,1551.01,1566.28,1547.93,29447.6075,1561.96,1588.19,1557.36,44473.7815,1582.18,1587.79,1574.33,29962.8509
1667545200000,2022-11-04 07:00:00,1582.18,1587.79,1574.33,1587.43,29962.8509,1540.71,1543.9,1539.46,6072.0079,1543.2,1543.64,1524.11,34763.239,1531.21,1534.03,1525.39,16703.3313,1531.01,1540.58,1528.4,17933.6033,1538.61,1543.61,1536.41,12144.9385,1538.47,1544.62,1537.64,21192.1829,1541.29,1549.89,1537.96,17121.4578,1548.93,1551.47,1546.53,18330.9914,1551.01,1566.28,1547.93,29447.6075,1561.96,1588.19,1557.36,44473.7815
1667541600000,2022-11-04 06:00:00,1561.96,1588.19,1557.36,1582.18,44473.7815,1544.14,1544.42,1538.47,10336.5029,1540.71,1543.9,1539.46,6072.0079,1543.2,1543.64,1524.11,34763.239,1531.21,1534.03,1525.39,16703.3313,1531.01,1540.58,1528.4,17933.6033,1538.61,1543.61,1536.41,12144.9385,1538.47,1544.62,1537.64,21192.1829,1541.29,1549.89,1537.96,17121.4578,1548.93,1551.47,1546.53,18330.9914,1551.01,1566.28,1547.93,29447.6075
1667538000000,2022-11-04 05:00:00,1551.01,1566.28,1547.93,1561.97,29447.6075,1545.23,1548.0,1540.77,10472.2949,1544.14,1544.42,1538.47,10336.5029,1540.71,1543.9,1539.46,6072.0079,1543.2,1543.64,1524.11,34763.239,1531.21,1534.03,1525.39,16703.3313,1531.01,1540.58,1528.4,17933.6033,1538.61,1543.61,1536.41,12144.9385,1538.47,1544.62,1537.64,21192.1829,1541.29,1549.89,1537.96,17121.4578,1548.93,1551.47,1546.53,18330.9914
1667534400000,2022-11-04 04:00:00,1548.93,1551.47,1546.53,1551.0,18330.9914,1541.01,1547.18,1538.34,11489.3704,1545.23,1548.0,1540.77,10472.2949,1544.14,1544.42,1538.47,10336.5029,1540.71,1543.9,1539.46,6072.0079,1543.2,1543.64,1524.11,34763.239,1531.21,1534.03,1525.39,16703.3313,1531.01,1540.58,1528.4,17933.6033,1538.61,1543.61,1536.41,12144.9385,1538.47,1544.62,1537.64,21192.1829,1541.29,1549.89,1537.96,17121.4578
1667530800000,2022-11-04 03:00:00,1541.29,1549.89,1537.96,1548.92,17121.4578,1546.81,1547.57,1540.84,11423.0547,1541.01,1547.18,1538.34,11489.3704,1545.23,1548.0,1540.77,10472.2949,1544.14,1544.42,1538.47,10336.5029,1540.71,1543.9,1539.46,6072.0079,1543.2,1543.64,1524.11,34763.239,1531.21,1534.03,1525.39,16703.3313,1531.01,1540.58,1528.4,17933.6033,1538.61,1543.61,1536.41,12144.9385,1538.47,1544.62,1537.64,21192.1829
1667527200000,2022-11-04 02:00:00,1538.47,1544.62,1537.64,1541.28,21192.1829,1542.47,1549.14,1539.15,14822.8061,1546.81,1547.57,1540.84,11423.0547,1541.01,1547.18,1538.34,11489.3704,1545.23,1548.0,1540.77,10472.2949,1544.14,1544.42,1538.47,10336.5029,1540.71,1543.9,1539.46,6072.0079,1543.2,1543.64,1524.11,34763.239,1531.21,1534.03,1525.39,16703.3313,1531.01,1540.58,1528.4,17933.6033,1538.61,1543.61,1536.41,12144.9385
1667523600000,2022-11-04 01:00:00,1538.61,1543.61,1536.41,1538.46,12144.9385,1551.8,1554.8,1534.94,32544.2911,1542.47,1549.14,1539.15,14822.8061,1546.81,1547.57,1540.84,11423.0547,1541.01,1547.18,1538.34,11489.3704,1545.23,1548.0,1540.77,10472.2949,1544.14,1544.42,1538.47,10336.5029,1540.71,1543.9,1539.46,6072.0079,1543.2,1543.64,1524.11,34763.239,1531.21,1534.03,1525.39,16703.3313,1531.01,1540.58,1528.4,17933.6033
1667520000000,2022-11-04 00:00:00,1531.01,1540.58,1528.4,1538.61,17933.6033,1525.6,1556.0,1525.09,56149.6872,1551.8,1554.8,1534.94,32544.2911,1542.47,1549.14,1539.15,14822.8061,1546.81,1547.57,1540.84,11423.0547,1541.01,1547.18,1538.34,11489.3704,1545.23,1548.0,1540.77,10472.2949,1544.14,1544.42,1538.47,10336.5029,1540.71,1543.9,1539.46,6072.0079,1543.2,1543.64,1524.11,34763.239,1531.21,1534.03,1525.39,16703.3313
1667516400000,2022-11-03 23:00:00,1531.21,1534.03,1525.39,1531.01,16703.3313,1529.76,1540.33,1524.53,39213.5851,1525.6,1556.0,1525.09,56149.6872,1551.8,1554.8,1534.94,32544.2911,1542.47,1549.14,1539.15,14822.8061,1546.81,1547.57,1540.84,11423.0547,1541.01,1547.18,1538.34,11489.3704,1545.23,1548.0,1540.77,10472.2949,1544.14,1544.42,1538.47,10336.5029,1540.71,1543.9,1539.46,6072.0079,1543.2,1543.64,1524.11,34763.239
1667512800000,2022-11-03 22:00:00,1543.2,1543.64,1524.11,1531.21,34763.239,1531.95,1539.21,1522.05,34748.4477,1529.76,1540.33,1524.53,39213.5851,1525.6,1556.0,1525.09,56149.6872,1551.8,1554.8,1534.94,32544.2911,1542.47,1549.14,1539.15,14822.8061,1546.81,1547.57,1540.84,11423.0547,1541.01,1547.18,1538.34,11489.3704,1545.23,1548.0,1540.77,10472.2949,1544.14,1544.42,1538.47,10336.5029,1540.71,1543.9,1539.46,6072.0079
1667509200000,2022-11-03 21:00:00,1540.71,1543.9,1539.46,1543.2,6072.0079,1544.22,1544.65,1523.1,35186.0745,1531.95,1539.21,1522.05,34748.4477,1529.76,1540.33,1524.53,39213.5851,1525.6,1556.0,1525.09,56149.6872,1551.8,1554.8,1534.94,32544.2911,1542.47,1549.14,1539.15,14822.8061,1546.81,1547.57,1540.84,11423.0547,1541.01,1547.18,1538.34,11489.3704,1545.23,1548.0,1540.77,10472.2949,1544.14,1544.42,1538.47,10336.5029
1667505600000,2022-11-03 20:00:00,1544.14,1544.42,1538.47,1540.72,10336.5029,1552.39,1555.0,1542.77,16239.9969,1544.22,1544.65,1523.1,35186.0745,1531.95,1539.21,1522.05,34748.4477,1529.76,1540.33,1524.53,39213.5851,1525.6,1556.0,1525.09,56149.6872,1551.8,1554.8,1534.94,32544.2911,1542.47,1549.14,1539.15,14822.8061,1546.81,1547.57,1540.84,11423.0547,1541.01,1547.18,1538.34,11489.3704,1545.23,1548.0,1540.77,10472.2949
1667502000000,2022-11-03 19:00:00,1545.23,1548.0,1540.77,1544.13,10472.2949,1543.79,1556.74,1543.63,30769.3281,1552.39,1555.0,1542.77,16239.9969,1544.22,1544.65,1523.1,35186.0745,1531.95,1539.21,1522.05,34748.4477,1529.76,1540.33,1524.53,39213.5851,1525.6,1556.0,1525.09,56149.6872,1551.8,1554.8,1534.94,32544.2911,1542.47,1549.14,1539.15,14822.8061,1546.81,1547.57,1540.84,11423.0547,1541.01,1547.18,1538.34,11489.3704
1667498400000,2022-11-03 18:00:00,1541.01,1547.18,1538.34,1545.23,11489.3704,1544.04,1548.73,1539.47,15876.6362,1543.79,1556.74,1543.63,30769.3281,1552.39,1555.0,1542.77,16239.9969,1544.22,1544.65,1523.1,35186.0745,1531.95,1539.21,1522.05,34748.4477,1529.76,1540.33,1524.53,39213.5851,1525.6,1556.0,1525.09,56149.6872,1551.8,1554.8,1534.94,32544.2911,1542.47,1549.14,1539.15,14822.8061,1546.81,1547.57,1540.84,11423.0547
1667494800000,2022-11-03 17:00:00,1546.81,1547.57,1540.84,1541.01,11423.0547,1547.44,1555.17,1542.0,23389.6749,1544.04,1548.73,1539.47,15876.6362,1543.79,1556.74,1543.63,30769.3281,1552.39,1555.0,1542.77,16239.9969,1544.22,1544.65,1523.1,35186.0745,1531.95,1539.21,1522.05,34748.4477,1529.76,1540.33,1524.53,39213.5851,1525.6,1556.0,1525.09,56149.6872,1551.8,1554.8,1534.94,32544.2911,1542.47,1549.14,1539.15,14822.8061
1667491200000,2022-11-03 16:00:00,1542.47,1549.14,1539.15,1546.8,14822.8061,1551.76,1552.5,1546.34,15269.3592,1547.44,1555.17,1542.0,23389.6749,1544.04,1548.73,1539.47,15876.6362,1543.79,1556.74,1543.63,30769.3281,1552.39,1555.0,1542.77,16239.9969,1544.22,1544.65,1523.1,35186.0745,1531.95,1539.21,1522.05,34748.4477,1529.76,1540.33,1524.53,39213.5851,1525.6,1556.0,1525.09,56149.6872,1551.8,1554.8,1534.94,32544.2911
1667487600000,2022-11-03 15:00:00,1551.8,1554.8,1534.94,1542.46,32544.2911,1553.34,1554.02,1548.69,13354.3399,1551.76,1552.5,1546.34,15269.3592,1547.44,1555.17,1542.0,23389.6749,1544.04,1548.73,1539.47,15876.6362,1543.79,1556.74,1543.63,30769.3281,1552.39,1555.0,1542.77,16239.9969,1544.22,1544.65,1523.1,35186.0745,1531.95,1539.21,1522.05,34748.4477,1529.76,1540.33,1524.53,39213.5851,1525.6,1556.0,1525.09,56149.6872
1667484000000,2022-11-03 14:00:00,1525.6,1556.0,1525.09,1551.79,56149.6872,1547.35,1559.01,1547.35,21254.1786,1553.34,1554.02,1548.69,13354.3399,1551.76,1552.5,1546.34,15269.3592,1547.44,1555.17,1542.0,23389.6749,1544.04,1548.73,1539.47,15876.6362,1543.79,1556.74,1543.63,30769.3281,1552.39,1555.0,1542.77,16239.9969,1544.22,1544.65,1523.1,35186.0745,1531.95,1539.21,1522.05,34748.4477,1529.76,1540.33,1524.53,39213.5851
1667480400000,2022-11-03 13:00:00,1529.76,1540.33,1524.53,1525.61,39213.5851,1543.59,1556.19,1543.58,25562.4956,1547.35,1559.01,1547.35,21254.1786,1553.34,1554.02,1548.69,13354.3399,1551.76,1552.5,1546.34,15269.3592,1547.44,1555.17,1542.0,23389.6749,1544.04,1548.73,1539.47,15876.6362,1543.79,1556.74,1543.63,30769.3281,1552.39,1555.0,1542.77,16239.9969,1544.22,1544.65,1523.1,35186.0745,1531.95,1539.21,1522.05,34748.4477
1667476800000,2022-11-03 12:00:00,1531.95,1539.21,1522.05,1529.77,34748.4477,1543.19,1549.99,1542.08,20493.9841,1543.59,1556.19,1543.58,25562.4956,1547.35,1559.01,1547.35,21254.1786,1553.34,1554.02,1548.69,13354.3399,1551.76,1552.5,1546.34,15269.3592,1547.44,1555.17,1542.0,23389.6749,1544.04,1548.73,1539.47,15876.6362,1543.79,1556.74,1543.63,30769.3281,1552.39,1555.0,1542.77,16239.9969,1544.22,1544.65,1523.1,35186.0745
1667473200000,2022-11-03 11:00:00,1544.22,1544.65,1523.1,1531.95,35186.0745,1531.49,1547.77,1529.58,32155.8529,1543.19,1549.99,1542.08,20493.9841,1543.59,1556.19,1543.58,25562.4956,1547.35,1559.01,1547.35,21254.1786,1553.34,1554.02,1548.69,13354.3399,1551.76,1552.5,1546.34,15269.3592,1547.44,1555.17,1542.0,23389.6749,1544.04,1548.73,1539.47,15876.6362,1543.79,1556.74,1543.63,30769.3281,1552.39,1555.0,1542.77,16239.9969
1667469600000,2022-11-03 10:00:00,1552.39,1555.0,1542.77,1544.22,16239.9969,1518.33,1538.0,1515.17,31912.3421,1531.49,1547.77,1529.58,32155.8529,1543.19,1549.99,1542.08,20493.9841,1543.59,1556.19,1543.58,25562.4956,1547.35,1559.01,1547.35,21254.1786,1553.34,1554.02,1548.69,13354.3399,1551.76,1552.5,1546.34,15269.3592,1547.44,1555.17,1542.0,23389.6749,1544.04,1548.73,1539.47,15876.6362,1543.79,1556.74,1543.63,30769.3281
1667466000000,2022-11-03 09:00:00,1543.79,1556.74,1543.63,1552.4,30769.3281,1511.5,1523.77,1508.15,16378.2329,1518.33,1538.0,1515.17,31912.3421,1531.49,1547.77,1529.58,32155.8529,1543.19,1549.99,1542.08,20493.9841,1543.59,1556.19,1543.58,25562.4956,1547.35,1559.01,1547.35,21254.1786,1553.34,1554.02,1548.69,13354.3399,1551.76,1552.5,1546.34,15269.3592,1547.44,1555.17,1542.0,23389.6749,1544.04,1548.73,1539.47,15876.6362
1667462400000,2022-11-03 08:00:00,1544.04,1548.73,1539.47,1543.78,15876.6362,1514.3,1516.19,1506.2,22808.4566,1511.5,1523.77,1508.15,16378.2329,1518.33,1538.0,1515.17,31912.3421,1531.49,1547.77,1529.58,32155.8529,1543.19,1549.99,1542.08,20493.9841,1543.59,1556.19,1543.58,25562.4956,1547.35,1559.01,1547.35,21254.1786,1553.34,1554.02,1548.69,13354.3399,1551.76,1552.5,1546.34,15269.3592,1547.44,1555.17,1542.0,23389.6749
1667458800000,2022-11-03 07:00:00,1547.44,1555.17,1542.0,1544.04,23389.6749,1511.27,1514.31,1502.32,28708.7844,1514.3,1516.19,1506.2,22808.4566,1511.5,1523.77,1508.15,16378.2329,1518.33,1538.0,1515.17,31912.3421,1531.49,1547.77,1529.58,32155.8529,1543.19,1549.99,1542.08,20493.9841,1543.59,1556.19,1543.58,25562.4956,1547.35,1559.01,1547.35,21254.1786,1553.34,1554.02,1548.69,13354.3399,1551.76,1552.5,1546.34,15269.3592
1667455200000,2022-11-03 06:00:00,1551.76,1552.5,1546.34,1547.45,15269.3592,1535.93,1537.51,1503.0,66184.3496,1511.27,1514.31,1502.32,28708.7844,1514.3,1516.19,1506.2,22808.4566,1511.5,1523.77,1508.15,16378.2329,1518.33,1538.0,1515.17,31912.3421,1531.49,1547.77,1529.58,32155.8529,1543.19,1549.99,1542.08,20493.9841,1543.59,1556.19,1543.58,25562.4956,1547.35,1559.01,1547.35,21254.1786,1553.34,1554.02,1548.69,13354.3399
1667451600000,2022-11-03 05:00:00,1553.34,1554.02,1548.69,1551.76,13354.3399,1563.68,1588.71,1524.0,114298.7933,1535.93,1537.51,1503.0,66184.3496,1511.27,1514.31,1502.32,28708.7844,1514.3,1516.19,1506.2,22808.4566,1511.5,1523.77,1508.15,16378.2329,1518.33,1538.0,1515.17,31912.3421,1531.49,1547.77,1529.58,32155.8529,1543.19,1549.99,1542.08,20493.9841,1543.59,1556.19,1543.58,25562.4956,1547.35,1559.01,1547.35,21254.1786
1667448000000,2022-11-03 04:00:00,1547.35,1559.01,1547.35,1553.34,21254.1786,1560.48,1621.68,1528.39,265703.7326,1563.68,1588.71,1524.0,114298.7933,1535.93,1537.51,1503.0,66184.3496,1511.27,1514.31,1502.32,28708.7844,1514.3,1516.19,1506.2,22808.4566,1511.5,1523.77,1508.15,16378.2329,1518.33,1538.0,1515.17,31912.3421,1531.49,1547.77,1529.58,32155.8529,1543.19,1549.99,1542.08,20493.9841,1543.59,1556.19,1543.58,25562.4956
1667444400000,2022-11-03 03:00:00,1543.59,1556.19,1543.58,1547.35,25562.4956,1570.95,1572.32,1549.4,37015.2442,1560.48,1621.68,1528.39,265703.7326,1563.68,1588.71,1524.0,114298.7933,1535.93,1537.51,1503.0,66184.3496,1511.27,1514.31,1502.32,28708.7844,1514.3,1516.19,1506.2,22808.4566,1511.5,1523.77,1508.15,16378.2329,1518.33,1538.0,1515.17,31912.3421,1531.49,1547.77,1529.58,32155.8529,1543.19,1549.99,1542.08,20493.9841
1667440800000,2022-11-03 02:00:00,1543.19,1549.99,1542.08,1543.59,20493.9841,1558.51,1576.06,1550.06,23511.8447,1570.95,1572.32,1549.4,37015.2442,1560.48,1621.68,1528.39,265703.7326,1563.68,1588.71,1524.0,114298.7933,1535.93,1537.51,1503.0,66184.3496,1511.27,1514.31,1502.32,28708.7844,1514.3,1516.19,1506.2,22808.4566,1511.5,1523.77,1508.15,16378.2329,1518.33,1538.0,1515.17,31912.3421,1531.49,1547.77,1529.58,32155.8529
1667437200000,2022-11-03 01:00:00,1531.49,1547.77,1529.58,1543.2,32155.8529,1560.22,1561.61,1556.0,11412.4789,1558.51,1576.06,1550.06,23511.8447,1570.95,1572.32,1549.4,37015.2442,1560.48,1621.68,1528.39,265703.7326,1563.68,1588.71,1524.0,114298.7933,1535.93,1537.51,1503.0,66184.3496,1511.27,1514.31,1502.32,28708.7844,1514.3,1516.19,1506.2,22808.4566,1511.5,1523.77,1508.15,16378.2329,1518.33,1538.0,1515.17,31912.3421
1667433600000,2022-11-03 00:00:00,1518.33,1538.0,1515.17,1531.49,31912.3421,1553.24,1567.13,1552.02,24839.5482,1560.22,1561.61,1556.0,11412.4789,1558.51,1576.06,1550.06,23511.8447,1570.95,1572.32,1549.4,37015.2442,1560.48,1621.68,1528.39,265703.7326,1563.68,1588.71,1524.0,114298.7933,1535.93,1537.51,1503.0,66184.3496,1511.27,1514.31,1502.32,28708.7844,1514.3,1516.19,1506.2,22808.4566,1511.5,1523.77,1508.15,16378.2329
1667430000000,2022-11-02 23:00:00,1511.5,1523.77,1508.15,1518.34,16378.2329,1553.59,1558.12,1548.24,27057.3525,1553.24,1567.13,1552.02,24839.5482,1560.22,1561.61,1556.0,11412.4789,1558.51,1576.06,1550.06,23511.8447,1570.95,1572.32,1549.4,37015.2442,1560.48,1621.68,1528.39,265703.7326,1563.68,1588.71,1524.0,114298.7933,1535.93,1537.51,1503.0,66184.3496,1511.27,1514.31,1502.32,28708.7844,1514.3,1516.19,1506.2,22808.4566
1667426400000,2022-11-02 22:00:00,1514.3,1516.19,1506.2,1511.5,22808.4566,1555.95,1559.32,1546.02,21826.7145,1553.59,1558.12,1548.24,27057.3525,1553.24,1567.13,1552.02,24839.5482,1560.22,1561.61,1556.0,11412.4789,1558.51,1576.06,1550.06,23511.8447,1570.95,1572.32,1549.4,37015.2442,1560.48,1621.68,1528.39,265703.7326,1563.68,1588.71,1524.0,114298.7933,1535.93,1537.51,1503.0,66184.3496,1511.27,1514.31,1502.32,28708.7844
