open_ts_int,open_ts_str,open,high,low,close,volume,open0,close0,volume0,open1,close1,volume1,open2,close2,volume2,open3,close3,volume3,open4,close4,volume4,open5,close5,volume5,open6,close6,volume6,open7,close7,volume7,open8,close8,volume8,open9,close9,volume9,open10,close10,volume10,open11,close11,volume11,open12,close12,volume12,open13,close13,volume13,open14,close14,volume14
1673128800000,2023-01-07 22:00:00,1264.47,1264.95,1261.87,1263.11,9384.0041,1264.83,1266.8,2871.9269,1266.8,1264.68,10061.9731,1264.68,1265.1,4898.7449,1265.1,1264.25,2706.3158,1264.24,1263.79,3047.7903,1263.79,1263.56,7190.0703,1263.57,1262.91,4271.523,1262.91,1265.34,6223.1705,1265.34,1265.07,2538.3836,1265.07,1262.49,5604.5785,1262.49,1262.42,2217.0853,1262.41,1263.95,2401.207,1263.96,1265.38,4414.8333,1265.39,1264.27,7048.3587,1264.26,1264.47,11305.7696
1673125200000,2023-01-07 21:00:00,1264.26,1266.61,1262.77,1264.47,11305.7696,1264.52,1264.83,6522.0494,1264.83,1266.8,2871.9269,1266.8,1264.68,10061.9731,1264.68,1265.1,4898.7449,1265.1,1264.25,2706.3158,1264.24,1263.79,3047.7903,1263.79,1263.56,7190.0703,1263.57,1262.91,4271.523,1262.91,1265.34,6223.1705,1265.34,1265.07,2538.3836,1265.07,1262.49,5604.5785,1262.49,1262.42,2217.0853,1262.41,1263.95,2401.207,1263.96,1265.38,4414.8333,1265.39,1264.27,7048.3587
1673121600000,2023-01-07 20:00:00,1265.39,1265.82,1262.83,1264.27,7048.3587,1264.51,1264.51,3608.8634,1264.52,1264.83,6522.0494,1264.83,1266.8,2871.9269,1266.8,1264.68,10061.9731,1264.68,1265.1,4898.7449,1265.1,1264.25,2706.3158,1264.24,1263.79,3047.7903,1263.79,1263.56,7190.0703,1263.57,1262.91,4271.523,1262.91,1265.34,6223.1705,1265.34,1265.07,2538.3836,1265.07,1262.49,5604.5785,1262.49,1262.42,2217.0853,1262.41,1263.95,2401.207,1263.96,1265.38,4414.8333
1673118000000,2023-01-07 19:00:00,1263.96,1266.0,1263.92,1265.38,4414.8333,1266.53,1264.51,6893.3394,1264.51,1264.51,3608.8634,1264.52,1264.83,6522.0494,1264.83,1266.8,2871.9269,1266.8,1264.68,10061.9731,1264.68,1265.1,4898.7449,1265.1,1264.25,2706.3158,1264.24,1263.79,3047.7903,1263.79,1263.56,7190.0703,1263.57,1262.91,4271.523,1262.91,1265.34,6223.1705,1265.34,1265.07,2538.3836,1265.07,1262.49,5604.5785,1262.49,1262.42,2217.0853,1262.41,1263.95,2401.207
1673114400000,2023-01-07 18:00:00,1262.41,1264.54,1262.41,1263.95,2401.207,1266.46,1266.54,3026.3217,1266.53,1264.51,6893.3394,1264.51,1264.51,3608.8634,1264.52,1264.83,6522.0494,1264.83,1266.8,2871.9269,1266.8,1264.68,10061.9731,1264.68,1265.1,4898.7449,1265.1,1264.25,2706.3158,1264.24,1263.79,3047.7903,1263.79,1263.56,7190.0703,1263.57,1262.91,4271.523,1262.91,1265.34,6223.1705,1265.34,1265.07,2538.3836,1265.07,1262.49,5604.5785,1262.49,1262.42,2217.0853
1673110800000,2023-01-07 17:00:00,1262.49,1263.41,1261.87,1262.42,2217.0853,1268.71,1266.45,3803.3587,1266.46,1266.54,3026.3217,1266.53,1264.51,6893.3394,1264.51,1264.51,3608.8634,1264.52,1264.83,6522.0494,1264.83,1266.8,2871.9269,1266.8,1264.68,10061.9731,1264.68,1265.1,4898.7449,1265.1,1264.25,2706.3158,1264.24,1263.79,3047.7903,1263.79,1263.56,7190.0703,1263.57,1262.91,4271.523,1262.91,1265.34,6223.1705,1265.34,1265.07,2538.3836,1265.07,1262.49,5604.5785
1673107200000,2023-01-07 16:00:00,1265.07,1265.08,1261.87,1262.49,5604.5785,1270.96,1268.71,5843.8509,1268.71,1266.45,3803.3587,1266.46,1266.54,3026.3217,1266.53,1264.51,6893.3394,1264.51,1264.51,3608.8634,1264.52,1264.83,6522.0494,1264.83,1266.8,2871.9269,1266.8,1264.68,10061.9731,1264.68,1265.1,4898.7449,1265.1,1264.25,2706.3158,1264.24,1263.79,3047.7903,1263.79,1263.56,7190.0703,1263.57,1262.91,4271.523,1262.91,1265.34,6223.1705,1265.34,1265.07,2538.3836
1673103600000,2023-01-07 15:00:00,1265.34,1265.54,1264.0,1265.07,2538.3836,1269.13,1270.95,7631.1586,1270.96,1268.71,5843.8509,1268.71,1266.45,3803.3587,1266.46,1266.54,3026.3217,1266.53,1264.51,6893.3394,1264.51,1264.51,3608.8634,1264.52,1264.83,6522.0494,1264.83,1266.8,2871.9269,1266.8,1264.68,10061.9731,1264.68,1265.1,4898.7449,1265.1,1264.25,2706.3158,1264.24,1263.79,3047.7903,1263.79,1263.56,7190.0703,1263.57,1262.91,4271.523,1262.91,1265.34,6223.1705
1673100000000,2023-01-07 14:00:00,1262.91,1265.76,1261.55,1265.34,6223.1705,1269.68,1269.14,7210.2731,1269.13,1270.95,7631.1586,1270.96,1268.71,5843.8509,1268.71,1266.45,3803.3587,1266.46,1266.54,3026.3217,1266.53,1264.51,6893.3394,1264.51,1264.51,3608.8634,1264.52,1264.83,6522.0494,1264.83,1266.8,2871.9269,1266.8,1264.68,10061.9731,1264.68,1265.1,4898.7449,1265.1,1264.25,2706.3158,1264.24,1263.79,3047.7903,1263.79,1263.56,7190.0703,1263.57,1262.91,4271.523
1673096400000,2023-01-07 13:00:00,1263.57,1265.24,1262.25,1262.91,4271.523,1266.28,1269.68,7460.1048,1269.68,1269.14,7210.2731,1269.13,1270.95,7631.1586,1270.96,1268.71,5843.8509,1268.71,1266.45,3803.3587,1266.46,1266.54,3026.3217,1266.53,1264.51,6893.3394,1264.51,1264.51,3608.8634,1264.52,1264.83,6522.0494,1264.83,1266.8,2871.9269,1266.8,1264.68,10061.9731,1264.68,1265.1,4898.7449,1265.1,1264.25,2706.3158,1264.24,1263.79,3047.7903,1263.79,1263.56,7190.0703
